name,latitude,longitude,rating,user_ratings_total,price_level,cuisine,source,place_id
Taste the Vibe,40.8452535,-73.8904891,,0,,restaurant,google,ChIJabxswEf1wokR2lxXguwDpIU
National Burger House,40.8468387,-73.8979631,4.6,65,1.0,restaurant,google,ChIJnYoP5yP1wokR5HNW8HWup_4
Montego Bay Kitchen & Bakery,40.84517709999999,-73.8902035,4.8,13,,restaurant,google,ChIJi3lYY9D1wokRDodDWvukqPA
469 E Tremont ave Bronx NY 10457,40.8471955,-73.8981292,4.3,9,,restaurant,google,ChIJJUOM6SP1wokRC1IyFk2wYks
KENNEDY FRIED CHICKEN & BURGERS,40.8471955,-73.8981292,4.4,84,1.0,restaurant,google,ChIJT235tRb1wokRCiXA1zQGFBA
Fresco Meat & Fish Market,40.84499699999999,-73.88971719999999,4.8,165,,restaurant,google,ChIJX8Eg8GH0wokRS73SU5LxeRk
Alex's Tacos,40.84454189999999,-73.88963609999999,4.0,269,2.0,restaurant,google,ChIJofad6GH0wokRDB2IhKAKeb4
La Casa De La Morena Restaurant,40.8486693,-73.897302,4.2,33,2.0,restaurant,google,ChIJ3aO-NoT1wokRU3zOYpD4mII
Pica Pollo Liopo,40.8444665,-73.889547,4.2,50,2.0,restaurant,google,ChIJGe-GWAD1wokREwu9kQMXoN8
Los Amigos Restaurant,40.8482132,-73.8892747,4.4,317,1.0,restaurant,google,ChIJM8Rng2L0wokRjDcrFJVKRxo
American Best Wings & Pizza,40.84394389999999,-73.8885537,5.0,3,2.0,restaurant,google,ChIJtztHc4r0wokRMvMcpM7l6lk
Munch-N-Grub Chicken,40.8478947,-73.8886788,4.3,22,,restaurant,google,ChIJpXVbGcT1wokROK1E8EDKGjU
ZION Restaurant & Lounge,40.8507092,-73.8944161,4.3,23,2.0,restaurant,google,ChIJuTOnp4_1wokRA6kLP6uW0Hk
Antonio's Trattoria,40.85414119999999,-73.8865738,4.6,1556,2.0,restaurant,google,ChIJi0UhO4f0wokR_jzG9KlaPQA
No. 1 Luck Sung,40.8540468,-73.8846552,3.9,72,,restaurant,google,ChIJ0XBZu4b0wokRYB9aq-DgE0E
Cakor,40.8540506,-73.88704609999999,4.5,306,2.0,restaurant,google,ChIJGQJYOYf0wokRPbD2_I3lDbI
Dunkin',40.8492724,-73.8834952,3.9,276,1.0,restaurant,google,ChIJKwVkrYj0wokRV-yWTM-7YOo
ARTHUR AVENUE,40.8544889,-73.8848839,4.7,11,,restaurant,google,ChIJPTJ-zIb0wokRCT3sIrwKaEY
Joe's Little Italy Pizza,40.8538929,-73.8841568,4.4,178,1.0,restaurant,google,ChIJ_RGXsIb0wokRxaqQ1Z_fPkE
SAN PEDRO PIZZA,40.8446259,-73.8820712,3.2,25,2.0,restaurant,google,ChIJi-GKHQn1wokR47iP3hjLGm8
Jo Jo Pizza #2,40.8446259,-73.8820712,3.9,76,1.0,restaurant,google,ChIJS3WXpo70wokRZ6B7aqUmEl4
From Brooklyn to The Bronx,40.8462497,-73.8853006,5.0,1,,restaurant,google,ChIJNypacbn1wokRYbaD9zIQY9g
Village Burger,40.847665,-73.87844059999999,5.0,2,,restaurant,google,ChIJj2d-9Jb1wokRcEZdlY_0HbU
El Nuevo Bohío,40.8441217,-73.8879167,4.1,1877,2.0,restaurant,google,ChIJqYkxbYr0wokRiecSneReu8M
Zoo Brews,40.8458267,-73.8772778,4.5,4,,restaurant,google,ChIJNVnWXgD1wokRVJz2kgiCoL4
10:02,40.843527,-73.887687,4.0,68,,restaurant,google,ChIJdweiGcD1wokRsqzfs5UzUwI
6 Brothers Deli & Grill,40.8514632,-73.8824261,5.0,1,,restaurant,google,ChIJG3-rz4X0wokR3FD8A7yC_xo
Tacomer,40.8491864,-73.88904629999999,,0,,restaurant,google,ChIJM4iK0b71wokRXPeA7Czjpbc
Pine Restaurant,40.8487296,-73.8622597,4.5,4666,2.0,restaurant,google,ChIJIcUqAKP0wokRJzfqJIeeYkA
Domino's Pizza,40.845313,-73.8646389,3.4,449,1.0,restaurant,google,ChIJzUjTZ730wokRgCWccWozTxc
Anthony's Pizza,40.8454977,-73.8656015,4.3,180,1.0,restaurant,google,ChIJQ9okzpf0wokR0qe8TNl3oL4
Joy Garden,40.84531750000001,-73.8664443,3.9,181,1.0,restaurant,google,ChIJB_lmz5f0wokRSvbBPwwSlOI
Happy Garden,40.8450978,-73.86554439999999,3.8,186,1.0,restaurant,google,ChIJ8dCj2Zf0wokRKwbL3VYijfg
2 Paradise,40.84738490000001,-73.8666736,4.5,497,2.0,restaurant,google,ChIJY-rrHpj0wokRSxqWR6vu4m0
Cafe Colonial Restaurant,40.8526076,-73.8673579,4.1,1886,2.0,restaurant,google,ChIJ_eSjOp_0wokRlY2ZkWUHo8c
Grill House,40.84972219999999,-73.8644444,4.2,217,1.0,restaurant,google,ChIJoxNqZaL0wokRMhUYNj8Z0h0
Golden Eagle II Diner,40.844909,-73.86635199999999,4.0,233,2.0,restaurant,google,ChIJnUOHzpf0wokRZMvdBmW_0gE
Macca Restaurant مطعم مكة,40.844403,-73.8694,4.9,91,,restaurant,google,ChIJMZt2rY71wokRZSFoxmIc2Cs
Bora Bora Smoothie Cafe - Morris Park Bronx,40.84500389999999,-73.86800029999999,4.8,249,2.0,restaurant,google,ChIJv_xBiHr1wokRQwyimFmepwI
Aseer Juice Time - Papa Kanafa,40.84445789999999,-73.86807110000001,4.8,329,2.0,restaurant,google,ChIJ9ak0YgD1wokRZkz8KFS5ABs
El Nuevo Pollo Sabroso 2,40.8450509,-73.8676669,4.0,547,1.0,restaurant,google,ChIJGW_drZf0wokR7VF3L6WXv20
Reef Al–Yemen Restaurant — مطعم ريف اليمن,40.8450697,-73.86759839999999,5.0,20,,restaurant,google,ChIJ-Uj2jo71wokR7dHu7WWpakg
Taiz Spot 2,40.8450697,-73.86759839999999,4.2,16,1.0,restaurant,google,ChIJM2JUsQv1wokR9XBQIvgSR5g
Alameen Bakery and Restaurant ( مطعم ومخبز الأمين),40.8446463,-73.8676038,4.8,79,,restaurant,google,ChIJZ8JrU_71wokRFUbLU9N-ns4
Morris Park Pizzeria,40.8447497,-73.8674317,4.5,322,1.0,restaurant,google,ChIJhV3ZTJb0wokRwAY1IVYzykk
Alwaha Restaurant Bronx New York,40.8477323,-73.8675042,4.1,85,2.0,restaurant,google,ChIJzfNrPWT1wokR7FeZZpz3-ik
Oasis Mediterranean Restaurant,40.8477323,-73.8675042,4.2,657,2.0,restaurant,google,ChIJ2z0XJZj0wokRSocBHTGEIP8
Damascus Sweets,40.84524579999999,-73.8667482,4.8,164,,restaurant,google,ChIJu47yK3X1wokRTarwFwf91Ys
Arth Alsaeedah,40.84498,-73.8665226,4.4,627,2.0,restaurant,google,ChIJ9Wui4jn1wokR7mFR_sT287o
Castle Chicken and Burgers,40.84493989999999,-73.8663254,3.0,2,,restaurant,google,ChIJ8Vj2VaD1wokRa9JWuAm6dBM
Wings wings wings,40.84493989999999,-73.8663254,,0,,restaurant,google,ChIJPYRbBAD1wokRYNZ1EG8uQXE
Pardon My Cheesesteak,40.84493989999999,-73.8663254,1.6,7,2.0,restaurant,google,ChIJIZnEGtz1wokRZGd6-0rlNFA
Kennedy Chicken Pizza & Kabab,40.84493989999999,-73.8663254,3.8,202,1.0,restaurant,google,ChIJpe7h_xX1wokRf2qvqFOLNPs
Arth Aljanatain,40.84738490000001,-73.8666736,4.6,138,,restaurant,google,ChIJ9UxILNn1wokRcGOKZ15EcIY
Alshibani Seafood,40.84576469999999,-73.8660216,4.7,15,,restaurant,google,ChIJsTBENAD1wokRdNl-LlttVyo
Halal Brother,40.8455041,-73.8660206,4.2,25,1.0,restaurant,google,ChIJiY5_eo_1wokRSOy2i4lDfKU
TAKASH,40.84468319999999,-73.8661922,5.0,33,,restaurant,google,ChIJrZ3viHT1wokRRJT1vqNy_HE
El sabor d mi mi abuelita restauran,40.8416261,-73.87193979999999,3.6,34,,restaurant,google,ChIJz8fQGAj1wokRgtRzoNOwm3I
Dunkin',40.8454613,-73.865951,3.8,187,1.0,restaurant,google,ChIJFy5EAHD1wokRJ6xDmYyLyiQ
Azal Restaurant & Hall,40.84548640000001,-73.8657471,4.1,283,2.0,restaurant,google,ChIJxb2ZTw_1wokRDT5oBPHa_wc
Tasty Choice Shawarma,40.8451478,-73.865692,4.5,486,2.0,restaurant,google,ChIJS8RiCaL1wokRGlmNErWV1lI
Tihama Restaurant Bronx,40.84237899999999,-73.8677225,4.5,76,2.0,restaurant,google,ChIJPxDpgpD1wokRLALVZqJ6150
Hemo's Spot Morris Park,40.8455123,-73.8656271,4.3,153,2.0,restaurant,google,ChIJtdA6VFv1wokRZBvwRYvY9iM
Triple Chocolate Crepes & Waffles,40.8452065,-73.8654533,4.6,181,1.0,restaurant,google,ChIJaaWW6_T1wokR6AavV5LlgKs
Sheel & Mashi Bronx,40.84563999999999,-73.86516,4.6,21,,restaurant,google,ChIJ48DV5Gb1wokRuyJxvwM-fUk
Casita Yari lol,40.8448012,-73.8648296,,0,,restaurant,google,ChIJWaAkIAD1wokREq2ElbMlxz8
Enzo's,40.8448012,-73.8648296,,0,,restaurant,google,ChIJ14uqTwD1wokRhq5xrLubS5g
Bella Pizza,40.8448067,-73.8648224,,0,,restaurant,google,ChIJ4YPM4rz1wokRDjOMbXwYk7w
8s_enuff,40.84480669999999,-73.8648223,,0,,restaurant,google,ChIJxXhp6MH1wokRqLxVuo5CZ_Q
El Paso Deli,40.8441316,-73.8645743,4.4,86,1.0,restaurant,google,ChIJQ_mfg730wokRUmnihnKmk4o
Raz'z Bar & Grill,40.84455379999999,-73.86416609999999,,0,,restaurant,google,ChIJ0SHO0kj1wokRK19KlREkltE
Primavera Pizzeria,40.8458625,-73.8638905,4.6,185,,restaurant,google,ChIJU5vUnur1wokRrQeQiGzRd5c
Spring Garden,40.8522244,-73.8647616,3.6,51,1.0,restaurant,google,ChIJdVXz-qH0wokR4mF2gsHj-0U
Patrica’s,40.8406105,-73.8661575,,0,,restaurant,google,ChIJwVw2DgD1wokRp1-9kH1iJl8
Subway,40.8474919,-73.8571386,3.9,119,1.0,restaurant,google,ChIJObwi5aT0wokREuPUejOtYAE
Patsy's Pizzeria Morris Park,40.8477005,-73.8565725,4.2,502,2.0,restaurant,google,ChIJG1dgAqX0wokRqPwXSi-lqIw
La Masa Restaurant,40.84799449999999,-73.8559448,4.1,1359,2.0,restaurant,google,ChIJ00vjakAPZkARCN3AjL8J_8A
Healthy Fresh,40.8487312,-73.85524350000001,4.4,340,2.0,restaurant,google,ChIJn6XKl6X0wokRkfI_u3xpg0w
Hong Kong,40.8505833,-73.85178979999999,4.1,141,1.0,restaurant,google,ChIJeTdpxaj0wokRh1sWrfRhFTE
Emilio's of Morris Park,40.849096,-73.854693,4.3,1291,2.0,restaurant,google,ChIJOwc5k6X0wokRuoqLo5MLonE
Addeo’s of the Bronx,40.8486955,-73.8542515,4.4,556,2.0,restaurant,google,ChIJlemYjaX0wokRWvFNrU9LlBM
Golden Eagle Restaurant,40.848044,-73.857011,4.1,469,2.0,restaurant,google,ChIJQ0TT-6T0wokR4pDLOBaH094
Quality Chef,40.8468319,-73.8491428,4.1,259,1.0,restaurant,google,ChIJu26fYa70wokRiCscOiAk2X8
3 Mmm Tree Coffee Deli,40.8463999,-73.8596019,4.6,57,,restaurant,google,ChIJhbN4VqP0wokRvhdiDeyb1as
Sheeba Restaurant,40.8465782,-73.8590765,,0,,restaurant,google,ChIJxX70eAD1wokR3xh8qkaprhA
SHAWARMA MOCCI,40.846353,-73.86164,3.7,114,,restaurant,google,ChIJKdkLIQD1wokRAft_YsukpOI
Claro's,40.843967,-73.8621162,,0,,restaurant,google,ChIJkZmnbgD1wokRWz8psTJLHYE
Garden fresh gourmet Deli,40.8478253,-73.8573552,4.6,36,,restaurant,google,ChIJwynYC7H1wokRCvua7n5bY80
Luciano’s Pizza,40.848393,-73.856195,4.7,267,1.0,restaurant,google,ChIJIyiwrqX0wokR1x1J2xWMNsg
Morris Park Inn,40.8483418,-73.85517089999999,4.6,195,,restaurant,google,ChIJAzjsb2n1wokR-Z1wxgBrwdQ
Golden Corral Buffet & Grill,40.84258010000001,-73.8554128,4.7,15775,2.0,restaurant,google,ChIJpwMCakP1wokRyUc5Gk2K6Mk
Osaka sushi,40.8488822,-73.85495999999999,4.4,91,2.0,restaurant,google,ChIJ4e8S3b_1wokREfLn83LxXWc
Nana's Kitchen,40.8490321,-73.8550635,4.5,210,2.0,restaurant,google,ChIJM0JDlaX0wokRDjesSHnSNc8
Dunkin',40.8493395,-73.8530473,4.1,477,1.0,restaurant,google,ChIJ49AMWq_0wokRDT_8-PV_gBY
Aguilar’s Mexican Grocery,40.84887909999999,-73.85409349999999,4.7,196,1.0,restaurant,google,ChIJv626jaX0wokRa06bHOeJ-Hc
Lin’s Asian Cuisine,40.8427071,-73.8537226,4.3,226,2.0,restaurant,google,ChIJOWedJCH1wokRZ6GIUwx53tU
McDonald's,40.8495661,-73.8446447,3.8,1904,1.0,restaurant,google,ChIJ0y_Cd6v0wokRH34kRwxZHww
Monte Grab & Go Market,40.84896199999999,-73.8447473,4.1,462,2.0,restaurant,google,ChIJS8U5gKz0wokRQwbYDua5Gko
Starbucks,40.8511,-73.84411,4.2,1201,2.0,restaurant,google,ChIJrx4xHav0wokRrYIPq8VG_j8
Tana Thai Restaurant,40.8514025,-73.8438173,4.0,500,2.0,restaurant,google,ChIJMafI46r0wokRQoXwcPBlm-8
Ann Clair's Salumeria,40.849933,-73.85173569999999,4.6,478,1.0,restaurant,google,ChIJQ56TzKj0wokRQBOREDBn9dA
NRP Food Solutions,40.84701080000001,-73.8487486,,0,,restaurant,google,ChIJt6eAYq70wokRppjUCI7pkMI
Xokotl Deli,40.84716299999999,-73.8493757,4.5,80,1.0,restaurant,google,ChIJf_HD2fb1wokRqfQuvgSaL08
Duha Cafe & Pizza,40.8445264,-73.8457543,5.0,81,1.0,restaurant,google,ChIJm_PG6pP1wokRyqr9fXqn4yA
Farmer's Fridge,40.846255,-73.844994,,0,,restaurant,google,ChIJMaAhmDX1wokRBEsGvP3j0pE
M & R Coffee Shop Inc,40.84407789999999,-73.8456185,4.3,48,1.0,restaurant,google,ChIJP2C2h630wokR1woOojXHeDE
La Masa Restaurant,40.8426947,-73.8490022,4.1,92,2.0,restaurant,google,ChIJ3VWZDWP1wokRBL5pzP09YLM
Daisy's Juice Bar & Café,40.84329839999999,-73.845496,4.7,97,2.0,restaurant,google,ChIJQy6pPXL1wokRSwiSsw3iIt0
Chicken vs Lamb,40.8481877,-73.84550159999999,3.6,19,,restaurant,google,ChIJl7YLjln1wokRvJD9s-7Un6E
D'Pikete,40.8428485,-73.8514369,4.3,4,,restaurant,google,ChIJL7PsAgD1wokR7pVaL83vWuA
Kiraku Japanese Restaurant,40.853466,-73.8534395,4.3,318,2.0,restaurant,google,ChIJb8Jm2Kf0wokRH-aNT2PHVR0
Chicken vs Lamb,40.8489881,-73.8460882,4.3,613,1.0,restaurant,google,ChIJz40ydKz0wokRcRyVDDq21bk
5 star pizza-pasta & burgers 11 corp,40.8424706,-73.8513114,3.0,4,2.0,restaurant,google,ChIJuUyMIwD1wokRDor5gKQ-CdI
Pablo's pizza,40.8424421,-73.85130219999999,4.2,37,1.0,restaurant,google,ChIJjXBPv8H1wokR76EqmBiiONU
Mz Inez Jerk Hut,40.8424829,-73.8458571,3.8,43,1.0,restaurant,google,ChIJB2DAD8n1wokRxxs4pFwbK1U
Juicy King Crab Express,40.842457,-73.8458692,4.2,70,2.0,restaurant,google,ChIJVbM8xwz1wokRuFGXG-9Io8E
Dunkin',40.84237819999999,-73.84559349999999,2.6,11,1.0,restaurant,google,ChIJwzRmrbH1wokR9UyBIn0hTXs
Mi Tehuacan,40.842432,-73.85192700000002,5.0,3,,restaurant,google,ChIJSR14ZwD1wokRJUNTeOxJ_ZU
Peking House,40.8423898,-73.8520326,4.3,93,2.0,restaurant,google,ChIJu_G7X7D0wokRzXjzPs7n9-I
Farmer's Fridge,40.84831829999999,-73.8441167,,0,,restaurant,google,ChIJk4CH_Lj1wokRIfO_NWC9ZVE
Fogon Restaurant,40.8422035,-73.8449796,4.5,74,2.0,restaurant,google,ChIJ94XbwHj1wokRqOj8F4QzP0E
LA CASITA DE YOLI,40.8412054,-73.8487682,4.7,28,,restaurant,google,ChIJPyhNwFb1wokRKJYAdIHhJl4
Patricia's of Morris Park,40.8491213,-73.85330069999999,4.3,374,2.0,restaurant,google,ChIJ5aH0oPv1wokRx2wGcb1NqFE
Prizreni Grill,40.8490589,-73.853415,4.9,60,,restaurant,google,ChIJa7Pw0kv1wokRWZEhlyq0b1M
Caribe,40.8467144,-73.831865,3.6,384,2.0,restaurant,google,ChIJVyNhyVCLwokRA6n7XKQwBjM
Pruzzo's Supermarket & Deli,40.8468568,-73.8327903,4.4,969,2.0,restaurant,google,ChIJRxbnLLP0wokRLZePzuGNvbU
Corazon Latino,40.84833709999999,-73.8315681,4.2,433,2.0,restaurant,google,ChIJ8ZAxFVeLwokRYsCp2_G0hk4
Two Brothers Pizzeria,40.84766,-73.831099,4.1,83,1.0,restaurant,google,ChIJ9aSvRVeLwokRU9Y-m-Y1Vyo
George's Restaurant,40.8469511,-73.8320275,4.2,781,2.0,restaurant,google,ChIJAXHSMleLwokR8aCHo4ouAfY
Honey's Thai Pavilion,40.8478545,-73.83117899999999,3.8,414,2.0,restaurant,google,ChIJWeUVRFeLwokRCKBnhWPKhMU
Shangeri-La Restaurant,40.8472944,-73.8326417,4.3,1083,2.0,restaurant,google,ChIJr9HJ1FCLwokRCOt5nWYe-PY
Chirping Chicken,40.8473848,-73.8307341,4.3,366,2.0,restaurant,google,ChIJFVedWleLwokR9d-eFc6k5eg
Quality Grill & Gyro,40.8473797,-73.8325693,4.3,269,1.0,restaurant,google,ChIJs7PjzVCLwokRZcXGRV6-wak
Herbalife Nutrition Club,40.846573,-73.832268,5.0,2,,restaurant,google,ChIJj4-W286LwokR8ScTAm6veQk
Taqueria Guerrero,40.8466447,-73.83214559999999,4.1,340,,restaurant,google,ChIJhYndz1CLwokRGCLvgwZZX6c
Crosby Pizza Stop,40.8461255,-73.8319242,4.5,606,1.0,restaurant,google,ChIJbfd27cmLwokRQYi6jDcH7SU
HabitMeals,40.8467219,-73.8317864,5.0,2,,restaurant,google,ChIJFal7caSLwokRVr0LKd9OmEA
Addeo's of the Bronx,40.8466614,-73.8317488,4.3,33,2.0,restaurant,google,ChIJyRN8RACLwokR9-WAYYdvElY
Dave's Smash Burgers,40.84750759999999,-73.8320114,4.8,46,,restaurant,google,ChIJLfv3uuGLwokRsMxtPJvomB0
Dunkin',40.8464078,-73.8315734,4.0,266,1.0,restaurant,google,ChIJzz8HyFCLwokRfqViLhzijfg
Taqueria Bravo’s,40.8458453,-73.83130469999999,5.0,7,,restaurant,google,ChIJNbQ4egCLwokRTVtgkD5uDfk
Orrico's Italian Restaurant,40.84769439999999,-73.8317802,4.6,273,,restaurant,google,ChIJsX6yEXiLwokRKUW404YWmw4
Novelty Eats,40.84783360000001,-73.831683,3.9,256,1.0,restaurant,google,ChIJf2QBzVCLwokRRCds2-R9fys
Lettuce Eat Inc,40.844794,-73.8311472,4.3,113,1.0,restaurant,google,ChIJEVnajlCLwokRTRL4qQlarpk
Chipotle Mexican Grill,40.84875479999999,-73.84231559999999,2.6,63,1.0,restaurant,google,ChIJ7Wvdbjf1wokRyEtGsz8Z7aQ
Tulcingo Cafe,40.8476394,-73.8310389,4.3,105,,restaurant,google,ChIJmecMRVeLwokRBXLA2IyjUa4
CHEF CHAN CUISINE,40.84503300000001,-73.830601,5.0,1,,restaurant,google,ChIJCWqonQiLwokR9h6qM34j8sk
Golden Chef,40.84503300000001,-73.830601,4.1,137,1.0,restaurant,google,ChIJi7FK8D6LwokRuGuu5w_kmGY
Nrgize,40.8498651,-73.8417815,2.7,7,1.0,restaurant,google,ChIJbTkHT6v0wokRNi-T7qzD2Qg
Dunkin',40.849589,-73.842569,3.8,221,1.0,restaurant,google,ChIJpfG8keP1wokRL1OHbvaepWU
Subway,40.8525003,-73.82746759999999,2.1,69,1.0,restaurant,google,ChIJka81nqeMwokR48i5-p70Ztw
Dunkin',40.8525056,-73.8275361,3.7,209,1.0,restaurant,google,ChIJNxgioKeMwokRSuwGBk_ZiKQ
Burger King,40.85274130000001,-73.8282122,3.1,463,1.0,restaurant,google,ChIJP4_LvKeMwokRmkCeEkk16XM
Country Bay Pizza,40.84637839999999,-73.81952919999999,4.5,66,2.0,restaurant,google,ChIJ___PFV6LwokRrjScJYclyHw
Lee Xing,40.8518604,-73.82990509999999,4.1,138,1.0,restaurant,google,ChIJEebd_qeMwokR5A74ggTnI2k
Salotto Dorato,40.8463681,-73.81952749999999,5.0,9,,restaurant,google,ChIJZxSkRoyLwokRaN1cIEyu0Gg
Empire Bagels,40.8494293,-73.8306313,4.6,942,1.0,restaurant,google,ChIJVZ1xeVeLwokR_F-3yhTGZi8
Kafja E Madhe,40.8521087,-73.8292865,4.8,31,,restaurant,google,ChIJ8RwQPYWNwokRasqx5xITuvs
King Hing,40.8522462,-73.8290185,4.2,103,,restaurant,google,ChIJte0X8qeMwokRyGDoj2tYFB8
The Alley Pizza Lounge,40.85200779999999,-73.82995989999999,4.9,81,2.0,restaurant,google,ChIJ-ShwTIKNwokRkbDJUOFtUEI
Kennedy Chicken and Burgers,40.8528634,-73.82776179999999,3.6,209,1.0,restaurant,google,ChIJv052o6eMwokRaBsOmK3WgOk
The Eleanor's Bar & Restaurant,40.85330500000001,-73.82742750000001,4.8,79,,restaurant,google,ChIJr4rvWQCNwokR_c2DKImeuqg
Popeyes Louisiana Kitchen,40.85330500000001,-73.82742750000001,4.2,87,2.0,restaurant,google,ChIJZSiChiuNwokR5rwm_T78CL0
Kismat,40.8553122,-73.9370321,4.0,587,2.0,restaurant,google,ChIJAVwsl6f2wokR7o-m7mgeq5Q
Fresco's Pizzeria,40.8550954,-73.9372607,4.5,482,2.0,restaurant,google,ChIJs_iXmaf2wokRBO0CGvrb_4Y
Jordan Burger NY,40.8556464,-73.9334654,4.1,242,1.0,restaurant,google,ChIJcS7vIx30wokRaLLv5IPlPW8
La Cantina Heights,40.8567683,-73.9324046,4.0,518,2.0,restaurant,google,ChIJMzf8MQP0wokRNamMGq1OanA
Locksmith Bar,40.85734799999999,-73.9325554,4.4,758,2.0,restaurant,google,ChIJ8eptJAP0wokRedQqUtMxdYM
El Jobito,40.8542771,-73.9303821,4.0,315,1.0,restaurant,google,ChIJHxSughz0wokRI-qnf73N7SM
Dunkin',40.85489940000001,-73.92993299999999,3.6,95,1.0,restaurant,google,ChIJNXodXhv0wokRAgG4siUzYVc
Popeyes Louisiana Kitchen,40.8559588,-73.92927519999999,4.0,280,1.0,restaurant,google,ChIJp2VCUhv0wokR3KkFWrm59RE
La Cabaña Salvadoreña,40.8543467,-73.9334453,4.2,803,1.0,restaurant,google,ChIJDQSKBh30wokRZ988Lsgsomk
Pica Pollo 809,40.855985,-73.92861500000001,4.0,69,,restaurant,google,ChIJE4mmygT0wokRgmoitomLLFk
Lulo Restaurant,40.8557041,-73.928811,4.2,140,1.0,restaurant,google,ChIJSxOGSxv0wokRdAbqsJooeL8
Refried Beans,40.8549638,-73.93711619999999,4.6,869,2.0,restaurant,google,ChIJXZVvmaf2wokRacWfxkg-vng
Ozzie's Fresh Market,40.8548897,-73.9368021,3.5,170,,restaurant,google,ChIJd_eDnKf2wokRd13jTkdjU3o
Olivero'S Restaurante (antiguo El Nuevo Caridad),40.8553475,-73.9289889,3.8,282,1.0,restaurant,google,ChIJLRCoTxv0wokRdgzwNi1uO58
New Broadway,40.8518438,-73.9347083,4.1,64,2.0,restaurant,google,ChIJhx0DCh70wokRKr1DakdaiKo
No.1 Tex-Mex Express,40.8574163,-73.9319124,4.3,127,1.0,restaurant,google,ChIJ5ZExFgP0wokRjx5olnOHsxw
Dunkin',40.8535579,-73.9344928,3.8,152,1.0,restaurant,google,ChIJkaYQvR30wokRNXgrrIW8hIg
Dunkin',40.84834379999999,-73.93803869999999,3.4,298,1.0,restaurant,google,ChIJRaX3P6D2wokRPJJcl2pUYDA
Mambi,40.8477172,-73.9382545,4.2,1626,1.0,restaurant,google,ChIJu3XVJaD2wokR8vwbqmztsPk
Fort Tryon Grill,40.8551643,-73.93802889999999,4.4,95,1.0,restaurant,google,ChIJBatXrqf2wokROBlVtWqgx6o
Tinto Tapas Restaurant & Wine Bar,40.8550871,-73.9377887,4.7,70,,restaurant,google,ChIJuRMDwxv3wokRoxK6OcYExa8
Yang Garden,40.85527400000001,-73.937727,4.4,105,1.0,restaurant,google,ChIJJ8tMo6f2wokRx-ndAzG5pAk
High Hill Diner,40.855113,-73.9373725,4.8,52,,restaurant,google,ChIJx9eUIwD3wokRJp90YwOe3nI
Cabrini Juicery,40.8553893,-73.9374279,4.9,51,2.0,restaurant,google,ChIJlW6Wbj_3wokR8bEbsyRYrEo
Tampopo Kitchen,40.85529140000001,-73.9371635,4.4,165,2.0,restaurant,google,ChIJM3gySND3wokRESUm1OOHcG4
Golan Heights,40.85150590000001,-73.9281685,4.2,452,1.0,restaurant,google,ChIJxYms2hv0wokRPJroa2sqA84
Opus Lounge,40.861071,-73.9200979,3.4,360,2.0,restaurant,google,ChIJY1nCFQn0wokRIzWNf4i2ksk
Cachapas y Mas,40.8621143,-73.9247932,4.4,2449,1.0,restaurant,google,ChIJ2wU1Owb0wokRSpCLX-FXJtM
Dyckman deli,40.8619219,-73.9245152,4.1,582,1.0,restaurant,google,ChIJr05wJAb0wokREaqqcm-gFvg
809,40.8620411,-73.9252154,4.3,785,2.0,restaurant,google,ChIJY0-3Owb0wokRCFJx1AkqF8c
Grandma's Pizza,40.851462,-73.928232,4.0,120,1.0,restaurant,google,ChIJD9zk3Bv0wokRow6VpBf34_Q
Brasier Restaurant & Lounge,40.861003,-73.920904,3.9,493,2.0,restaurant,google,ChIJRf1YGQn0wokRAnUAYV7g4qM
Lake Como Pizza,40.85138709999999,-73.9282399,4.5,66,1.0,restaurant,google,ChIJE56A3Bv0wokR94vB9-W10Xs
Golden City,40.85136869999999,-73.9282415,4.3,98,,restaurant,google,ChIJM6Lo3Bv0wokRRBZYn44T1is
Lotus Cafe,40.86341900000001,-73.925606,3.3,23,,restaurant,google,ChIJXWthyAf0wokRqC_YP3LwhCo
El Mariachi(El Pueblo Deli),40.8551414,-73.9292085,4.6,23,,restaurant,google,ChIJx2X8fOL1wokREZvx1yBG3JY
Pizza Hut,40.8547202,-73.9295458,1.9,60,1.0,restaurant,google,ChIJSy9fBAD1wokRHkZxQaSbEHg
Dominican Valle Restaurant,40.85515409999999,-73.92973789999999,4.0,163,2.0,restaurant,google,ChIJLQSqXhv0wokRHnXgtBBBn-M
Lo Pepe,40.85514620000001,-73.92974939999999,1.0,1,,restaurant,google,ChIJucVp9gr1wokRSvZV6PLqt18
Taqueria y paleteria la michuacana,40.8558281,-73.92872009999999,4.7,7,,restaurant,google,ChIJV5Wkf9T1wokRP75kLNwfvTI
THE MEK PASTELES EN HOJA AREPA Y ALGO MAS,40.85529349999999,-73.92978219999999,,0,,restaurant,google,ChIJX8irF3b1wokR8tMjMYgUkrI
Mediterraneo pizza,40.8547222,-73.92999999999999,4.4,181,1.0,restaurant,google,ChIJzSrMYRv0wokRcLAtk8awxdk
El Cibao Restaurant,40.85411089999999,-73.9300255,4.0,23,,restaurant,google,ChIJx9Bee4T1wokR_yRimIk7OxE
Dallas BBQ Fordham Road,40.8620521,-73.9118134,4.1,3729,2.0,restaurant,google,ChIJtXEmOHX0wokRcs5Ga7wwPro
